id,candidate,party,source_type,date,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,target_l1,sample_score,score_reasons,unit_id,source
_349444b127e0_u009,赖清德,DPP,news,2024-01-12 05:30:00,"第三是推動國家希望工程,賴清德指出,要在蔡總統八年執政基礎上,持續讓台灣在全球變動局勢下穩健發展,成為國際社會穩定而不可或缺的力量,不論是價值外交、穩定兩岸、國防自主、經濟升級、能源轉型、青年投資、居住正義、教育平權等,零到六歲國家一起養、長照3.0等,通通都要繼續做、做更多、做更好。",claim,"賴清德說,第二個保證是「民主治理」,他要組成用人唯才、不分黨派,最能因應挑戰、開放包容的新政府,汲取在野黨意見,團結民意、壯大台灣,未來台灣還要面對國內外許多挑戰,國人要對抗的不是彼此,而是共同的困境。","賴清德說,第四是「堅持理想、永不放棄」,壯大台灣、照顧人民是堅定的理想,也是每一天的工作,「清廉、勤政、愛鄉土」不是掛在牆上的七個字,是放在心裡時時警惕的,做得不夠多、不夠快的,民進黨檢討改進,有人犯錯也絕對不會包庇寬貸,他們不完美,但一定會做最能回應民意的政黨,才對得起人民的託付。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,L1-14,10.3,l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-10|l2_L2-12|l2_L2-13|has_speaker|has_target|claim|good_length,_349444b127e0_u009,03_Lai_ltn_news
_51c7c9109a8a_u006,柯文哲,TPP,news,2023-05-16 06:22:33,"蔡英文表示,今日民主蓬勃的台灣,是堅定實踐以良善治理為內涵的民主而獲得的成果,台灣的經驗不只述說我們維護民主的生活方式,也表達我們勇於承擔維護區域與世界和平穩定的責任,從提供人道援助到透過綠能保護地球,從教育交流、實務訓練到協助重組全球供應鏈,台灣不只有地緣政治的重要性,也被視為國際社會不可或缺的一員。",claim,"「面對這樣的挑戰,我們必須保持團結,遏制並阻止這種挑釁行為。」蔡英文強調,歷史和共同經驗不斷提醒我們,自滿和冷眼姑息會讓威權者更加肆無忌憚,過去幾十年來台灣一直站在對抗威權挑戰的最前線,而我們對民主的堅持是前所未有的堅定。","蔡英文表示,台灣人民對民主的承諾是前所未有的堅定,並深知民主是永久且唯一的路,在台灣以堅韌和勇氣因應中國威脅之際,我們與理念相近國家的夥伴關係,即是最有效的防禦措施。",[],[],False,,L1-14,10.3,boundary_semantic|l2_L2-02|l2_L2-04|l2_L2-05|l2_L2-10|l2_L2-12|has_speaker|has_target|claim|good_length,_51c7c9109a8a_u006,02_Ke_ltn_news
_d56a00cb10f0_u006,柯文哲,TPP,news,2023-12-30 16:46:00,"他說,他將用過去8年在台北市政府的公務經驗及從醫30年的良知與專業,踏出改革之路,需要解決人口危機、改善勞動條件、提高高等教育投資、守護醫療品質、落實居住正義、確保能源穩定、建立產業韌性、杜絕債留子孫,打造共融社會。",claim,"柯文哲認為,他在台灣政壇所代表的是理性、務實、科學,透過每一天實踐落實在人民生活之中,選擇柯文哲不是選擇一個候選人,而是選擇過去這10年來,台灣社會所渴望的進步與公義。","同時,他也要強化民主核心價值,他認為,這是台灣在世界舞台上最重要的資產,也是抗衡地緣政治壓力的唯一解方,「民主,是中華民國可以安全的最大保障」。",[],[],False,,L1-14,9.3,boundary_semantic|l2_L2-04|l2_L2-05|l2_L2-12|l2_L2-15|has_speaker|has_target|claim|good_length,_d56a00cb10f0_u006,02_Ke_chinatimes_news
_8dd8b5738117_u004,赖清德,DPP,news,2023-01-20 19:02:50,"他還大言不慚地說,去年在黨的領導下,中國「經濟保持增長」、「就業物價基本穩定」、「民生保障紮實」、「社會大局穩定」,應對疫情也是「最大程度守護人民生命安全和身體健康,最大限度減少對經濟社會生活的影響」。",claim,"針對去年10月被外界譏為確立習近平「帝制」的中共第二十次全國代表大會,習近平沾沾自喜表示「我們勝利召開了黨的二十大,確立了全面建設社會主義現代化國家的宏偉藍圖」。","習近平的說法,彷彿近幾個月在中國傳出的動盪不安、醫療系統崩潰、搶藥等亂象,是另一個平行時空發生的事。",[],[],False,,L1-14,9.3,boundary_semantic|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|has_speaker|has_target|claim|good_length,_8dd8b5738117_u004,03_Lai_ltn_news
_d56a00cb10f0_u006,赖清德,DPP,news,2023-12-30 16:46:00,"他說,他將用過去8年在台北市政府的公務經驗及從醫30年的良知與專業,踏出改革之路,需要解決人口危機、改善勞動條件、提高高等教育投資、守護醫療品質、落實居住正義、確保能源穩定、建立產業韌性、杜絕債留子孫,打造共融社會。",claim,"柯文哲認為,他在台灣政壇所代表的是理性、務實、科學,透過每一天實踐落實在人民生活之中,選擇柯文哲不是選擇一個候選人,而是選擇過去這10年來,台灣社會所渴望的進步與公義。","同時,他也要強化民主核心價值,他認為,這是台灣在世界舞台上最重要的資產,也是抗衡地緣政治壓力的唯一解方,「民主,是中華民國可以安全的最大保障」。",[],[],False,,L1-14,9.3,boundary_semantic|l2_L2-04|l2_L2-05|l2_L2-12|l2_L2-15|has_speaker|has_target|claim|good_length,_d56a00cb10f0_u006,03_Lai_chinatimes_news
_a41729177e4f_u003,赖清德,DPP,news,2023-07-05 17:53:55,"華爾街日報今刊登賴清德投書,有關「和平4支柱」,包含強化台灣威懾能力、建構經濟安全,與全球民主國家建立夥伴關係,並務實一致地支持兩岸現狀。",claim,"對此,民進黨立委賴瑞隆認為,穩健、維持現狀這樣的路線,才是台灣當前最重要的路線,如果急切接受「九二共識」、「一國兩制」、服貿協議等,讓台灣陷入不安,不是台灣人民所樂見。","對此,賴瑞隆表示,賴副投書再次闡述中華民國台灣未來的走向,就是維持現狀的這個走向,特別是從7年前蔡英文總統當選後,就持續以維持現狀希望和全世界、兩岸能夠和平相處,全力壯大經濟和實力,尋求各界共同發展;","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,L1-14,9.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|has_speaker|has_target|claim|good_length,_a41729177e4f_u003,03_Lai_ltn_news
_a0f8c5214db0_u018,赖清德,DPP,news,2023-01-15 18:37:00,"賴清德強調,他的目標很明確,就是要團結全黨,帶領大家重新擦亮清廉勤政愛鄉土與綠色執政品質保證兩塊招牌,民主進步黨存在的目的就是為了台灣打拚,過去民進黨推動民主改革,下個階段的使命就是在複雜多變的國際局勢中,堅定守護台灣,促進台灣的民主、和平、繁榮。",claim,"「我無比珍惜,必定全力以赴,不敢辜負所託」。","(編輯:林克倫)1120115 民進黨主席補選15日投票 賴清德布局黨務向正國會借將 賴清德:當選黨主席不迴避檢討 該開刀就開刀 蔡總統:賴清德是總統接班適當人選 盼他把黨帶好 民進黨主席補選 陳其邁:盼在賴清德帶領下重整隊伍 外界關注內閣人事布局 鄭文燦:團結讓台灣更好 吳怡農打正面選戰小輸 綠省思2024如何找回支持 2025/05/20 12:24 2025/05/15 13:01 2025/05/15 11:38 2025/05/11 11:16 2025/05/08 13:16 2025/05/08 12:15 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,L1-14,9.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-10|l2_L2-14|l2_L2-15|has_speaker|has_target|claim|good_length,_a0f8c5214db0_u018,03_Lai_chinatimes_news
萧美琴专访_d60ae253e66a_u002,Unknown,Unknown,conference,,"我自己是没有很喜欢台湾,这种文化,因为比如说像是蔡总统之前就会被人家说你自己没有生小孩,你没有资格谈台湾少子化的问题,或者是说像侯友宜最近在造势场合就会被人家说为什么你太太都没有出来站台就是。",claim,"吉娃娃: 最后有一个是我的我自己个人在做research的时候,因为有看过很多访谈就有发现萧大使在其他的访谈上面有被问到感情的状态而且还有被追问个两三次。","吉娃娃: 我自己没有很喜欢这种好像你一定要成家才能治国,然后你的感情状态一定是要很美满啊什么才能当政治人物。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]",[],True,campaigning,L1-14,8.8,boundary_semantic|l2_L2-06|l2_L2-08|l2_L2-12|has_speaker|has_target|procedural|claim|good_length,萧美琴专访_d60ae253e66a_u002,萧美琴专访
_ac813a53ae11_u005,赖清德,DPP,news,2023-03-18 17:28:55,"賴清德表示,如沒有民主保障,國際公司、創意研發公司無法持續發展,為了守住台灣,在蔡英文領導下推動全民國防,強調「和平靠國防、國防靠全民」強調和平只有經由力量才能得到,懦弱是最大的挑釁,給予侵略者的政治企圖,所以強化我國國防,是保護自己、民主成果、經濟成就,及人民的生活。",claim,"賴清德指出,政府協助企業立足台灣,行銷全世界,從總統蔡英文提出歡迎台商回台投資專案、企業加碼投資、歡迎海外資金回流,並積極加入區域經濟、洽簽台美21世紀貿易倡議、歐盟緊密合作等,未來更會解決淨零轉型、疫後經濟復甦、俄侵烏帶動的地緣政治變化等問題,台灣成功數位轉型、智慧轉型,發揮韌性,因應未來挑戰。","賴清德說,「我們從來沒有想要去侵略哪個國家,強化國防是我們追求和平的手段,要共同合作保護、追求和平,對於和平,絕對不放棄,而且和平不只是台灣的責任,民主國家都要站在一起,以和平為最大目標,重申戰爭沒有贏家,和平才能符合共同利益,只要我們團結一致、2024年團結一致,追求和平,一定讓台灣更好。」 磐石會會長交接典禮,賴清德與企業人士合影。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,_ac813a53ae11_u005,03_Lai_ltn_news
_2094a553d92d_u003,柯文哲,TPP,news,2023-07-05 09:47:00,這4大支柱包括必須建立台灣的威懾力、提升經濟安全、基於與全世界民主國家建立夥伴關係、穩定而有原則的兩岸關係領導能力。,context,"全文/賴清德投書華爾街日報 提4大支柱致力維護兩岸和平 民進黨主席暨2024總統參選人賴清德今天投書「華爾街日報」,以「我保衛台海和平的計畫」為題,闡述實踐和平的4大支柱理念。","對於賴清德針對台海和平的闡述,「德國馬歇爾基金會」(GMF)印太研究主任葛來儀(Bonnie Glaser)指出,賴清德在文章中提出重要觀點,強調加強台灣防衛與強化經濟安全的重要性,贊成維持兩岸現狀,並承諾致力於和平穩定。",[],"[""兩岸|cross-strait""]",False,,L1-14,8.3,boundary_semantic|l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|has_speaker|has_target|good_length,_2094a553d92d_u003,02_Ke_chinatimes_news
_22bae0f8a1ca_u011,侯友宜,KMT,news,2023-10-03 11:58:35,"賴清德指出,除了護國神山,更要發展護國群山,要支持地方創生與在地產業發展、創造更好就業機會,協助中小及微型企業、服務業及社會企業的發展,讓傳統產業、服務業、觀光業及其他產業持續成長茁壯,強化產學創新鏈結,提高攬才留才能力,並且鼓勵事業內部新創發展,培育新世代隱形冠軍,同時發展國際化會展產業,打造更多元的台灣主題產業展,帶動城市特色發展。",claim,"他說明,1500億元包含新創業者的投資、金融業及國家資金的挹注等,會是早期資金到各階段需求的加總。","在發展綠色成長新戰略方面,賴清德指出,2050淨零轉型是國家發展戰略佈局的重要議題,未來除了持續發展綠能科技之外,也要推動淨零科技,運用資通訊技術、數位化工具,結合AIoT技術,協助產業進行綠色轉型,進一步建立本土「綠色金融」,鼓勵資金投入因應氣候變遷,協助產業低碳及無碳轉型,確保在「淨零轉型」之下,讓國人擁有平等發展的機會。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,L1-14,8.3,l2_L2-03|l2_L2-05|l2_L2-06|l2_L2-10|l2_L2-13|has_speaker|has_target|claim|good_length,_22bae0f8a1ca_u011,01_Ho_ltn_news
_22bae0f8a1ca_u011,赖清德,DPP,news,2023-10-03 11:58:35,"賴清德指出,除了護國神山,更要發展護國群山,要支持地方創生與在地產業發展、創造更好就業機會,協助中小及微型企業、服務業及社會企業的發展,讓傳統產業、服務業、觀光業及其他產業持續成長茁壯,強化產學創新鏈結,提高攬才留才能力,並且鼓勵事業內部新創發展,培育新世代隱形冠軍,同時發展國際化會展產業,打造更多元的台灣主題產業展,帶動城市特色發展。",claim,"他說明,1500億元包含新創業者的投資、金融業及國家資金的挹注等,會是早期資金到各階段需求的加總。","在發展綠色成長新戰略方面,賴清德指出,2050淨零轉型是國家發展戰略佈局的重要議題,未來除了持續發展綠能科技之外,也要推動淨零科技,運用資通訊技術、數位化工具,結合AIoT技術,協助產業進行綠色轉型,進一步建立本土「綠色金融」,鼓勵資金投入因應氣候變遷,協助產業低碳及無碳轉型,確保在「淨零轉型」之下,讓國人擁有平等發展的機會。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,L1-14,8.3,l2_L2-03|l2_L2-05|l2_L2-06|l2_L2-10|l2_L2-13|has_speaker|has_target|claim|good_length,_22bae0f8a1ca_u011,03_Lai_ltn_news
_b79329944155_u012,赖清德,DPP,news,2023-06-01 10:11:00,"工作室表示,侯友宜在新北市整整13年,熟稔各項市政、了解基層聲音,今年又再度榮獲遠見雜誌縣市長滿意度調查,代表最優秀的五星級市長,如今扛起更大責任,將發揮畢生力量、服務更多人民,用生命捍衛中華民國,讓政黨輪替成為常態,終結民進黨8年執政以來種種亂象,還給人民一個願意好好做事情的政府,帶給人民和平、安定、繁榮、永續。",claim,"競選工作室也吸引來自台大、輔大和台北大學等大學和研究生的參與,會以「政治實習生」的方式,包括行程設計、街頭宣講、台上演說等不同的形式,實際參與整個選舉過程, 透過 Google News 工作室表示,侯友宜生長於南台灣,是菜市場裡長大的孩子,從警官學校畢業後,隨著辦案的需要,足跡遍及全台灣,相當了解基層民眾的心聲,對於是非善惡,更是絕不妥協,侯友宜2018年投入人生第一場選舉,就是希望團結台灣,不分黨派、不分族群,一起讓國家、社會更和諧,減少政治對立下的衝突與撕裂。","(編輯:郭無患)1120601 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 傳柯侯郭下週見面 侯友宜:謝謝關心 侯辦行動劇諷浮編特別預算 綠:惡意扭曲 賴清德反對重啟服貿 侯辦:放任服務業低薪 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,L1-14,8.3,boundary_semantic|l2_L2-03|l2_L2-04|l2_L2-11|has_speaker|has_target|claim|good_length,_b79329944155_u012,03_Lai_chinatimes_news
